Title,Description,Amount(in rupees),Price (in rupees),location,Carpet Area,Status,Floor,Transaction,Furnishing,facing,overlooking,Society,Bathroom,Balcony,Car Parking,Ownership,Super Area,Dimensions,Plot Area,Index
3 BHK Flat for Sale in Baner Pune,"Spacious property with modern amenities, close to schools and markets.",61.5 Lac,61.5 Lac,Baner Pune,625 sqft,Ready to Move,3 out of 9,Resale,Unfurnished,West,Main Road,Palm Grove Residency,4.0,1.0,1.0,Leasehold,726 sqft,,,96
2 BHK Flat for Sale in Thane West Mumbai,"Spacious property with modern amenities, close to schools and markets.",29.4 Lac,29.4 Lac,Thane West Mumbai,23 sqm,Under Construction,10 out of 16,Resale,Unfurnished,South,Club,Royal Enclave Residency,2.0,,1.0,Leasehold,310 sqft,,,97
4 BHK Flat for Sale in Kharadi Pune,"Spacious property with modern amenities, close to schools and markets.",1.67 Cr,1.67 Cr,Kharadi Pune,1509 sqft,Under Construction,2 out of 24,Resale,Unfurnished,East,,Palm Grove Residency,2.0,2.0,,Leasehold,1798 sqft,,,98
1 BHK Flat for Sale in Wakad Pune,"Spacious property with modern amenities, close to schools and markets.",57.5 Lac,57.5 Lac,Wakad Pune,1082 sqft,Under Construction,1 out of 6,New Property,Unfurnished,North-East,Garden/Park,,3.0,0.0,0.0,Freehold,1286 sqft,,,99
3 BHK Flat for Sale in New Town Kolkata,"Spacious property with modern amenities, close to schools and markets.",1.29 Cr,1.29 Cr,New Town Kolkata,1270 sqft,Ready to Move,9 out of 9,Resale,Unfurnished,North-East,Club,,4.0,3.0,1.0,Leasehold,1592 sqft,,,100
1 BHK Flat for Sale in Kondapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",1.2 Cr,1.2 Cr,Kondapur Hyderabad,1714 sqft,Ready to Move,15 out of 18,New Property,Furnished,West,Garden/Park,Maple Residency,1.0,3.0,1.0,Leasehold,1817 sqft,,,101
2 BHK Flat for Sale in HSR Layout Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.11 Cr,1.11 Cr,HSR Layout Bangalore,835 sqft,Ready to Move,Ground out of 2,New Property,Furnished,West,Garden/Park,Royal Enclave Residency,3.0,0.0,,Leasehold,963 sqft,,,102
3 BHK Flat for Sale in Baner Pune,"Spacious property with modern amenities, close to schools and markets.",1.2 Cr,1.2 Cr,Baner Pune,1008 sqft,Ready to Move,1 out of 1,New Property,Furnished,East,Garden/Park,,4.0,1.0,0.0,Co-operative Society,1128 sqft,,,103
1 BHK Flat for Sale in Powai Mumbai,"Spacious property with modern amenities, close to schools and markets.",1.82 Cr,1.82 Cr,Powai Mumbai,1766 sqft,Under Construction,4 out of 13,New Property,Unfurnished,East,Club,,4.0,3.0,,Leasehold,,,,104
4 BHK Flat for Sale in Miyapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",1.41 Cr,1.41 Cr,Miyapur Hyderabad,1452 sqft,Under Construction,4 out of 8,Resale,Unfurnished,South-West,Main Road,,3.0,3.0,1.0,Co-operative Society,1629 sqft,,,105
1 BHK Flat for Sale in Sector 137 Noida,"Spacious property with modern amenities, close to schools and markets.",1.08 Cr,1.08 Cr,Sector 137 Noida,1394 sqft,Ready to Move,3 out of 10,Resale,Semi-Furnished,North-East,,Silver Oak Residency,1.0,0.0,,Leasehold,1716 sqft,,,106
4 BHK Flat for Sale in Rajarhat Kolkata,"Spacious property with modern amenities, close to schools and markets.",1.22 Cr,1.22 Cr,Rajarhat Kolkata,1268 sqft,Under Construction,5 out of 8,New Property,Semi-Furnished,North-East,Pool,Orchid Residency,4.0,0.0,2.0,Freehold,1575 sqft,,,107
3 BHK Flat for Sale in Sector 137 Noida,"Spacious property with modern amenities, close to schools and markets.",93.9 Lac,93.9 Lac,Sector 137 Noida,1129 sqft,Under Construction,12 out of 13,New Property,Unfurnished,South-West,Main Road,,,2.0,1.0,Freehold,1200 sqft,,,108
1 BHK Flat for Sale in Vaishali Ghaziabad,"Spacious property with modern amenities, close to schools and markets.",1.24 Cr,1.24 Cr,Vaishali Ghaziabad,1271 sqft,Ready to Move,1 out of 2,Resale,Semi-Furnished,East,Garden/Park,Sunrise Residency,3.0,0.0,1.0,Power Of Attorney,1503 sqft,,,109
3 BHK Flat for Sale in Wakad Pune,"Spacious property with modern amenities, close to schools and markets.",81.3 Lac,81.3 Lac,Wakad Pune,140 sqm,Under Construction,2 out of 2,New Property,Unfurnished,East,Club,Royal Enclave Residency,2.0,1.0,0.0,Power Of Attorney,1612 sqft,,,110
3 BHK Flat for Sale in New Town Kolkata,"Spacious property with modern amenities, close to schools and markets.",86.8 Lac,86.8 Lac,New Town Kolkata,942 sqft,Ready to Move,5 out of 19,Resale,Unfurnished,North-East,,,3.0,1.0,2.0,Freehold,1099 sqft,,,111
4 BHK Flat for Sale in Sector 137 Noida,"Spacious property with modern amenities, close to schools and markets.",62.5 Lac,62.5 Lac,Sector 137 Noida,813 sqft,Ready to Move,5 out of 9,New Property,Unfurnished,North-East,Club,Maple Residency,1.0,0.0,1.0,Co-operative Society,913 sqft,,,112
3 BHK Flat for Sale in Andheri West Mumbai,"Spacious property with modern amenities, close to schools and markets.",58.6 Lac,58.6 Lac,Andheri West Mumbai,55 sqm,Ready to Move,18 out of 21,New Property,Semi-Furnished,South-West,,,2.0,3.0,1.0,Leasehold,686 sqft,,,113
2 BHK Flat for Sale in Miyapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",2.06 Cr,2.06 Cr,Miyapur Hyderabad,1605 sqft,Ready to Move,7 out of 14,New Property,Furnished,North-East,Garden/Park,,3.0,1.0,1.0,Leasehold,1878 sqft,,,114
1 BHK Flat for Sale in Thane West Mumbai,"Spacious property with modern amenities, close to schools and markets.",1.06 Cr,1.06 Cr,Thane West Mumbai,96 sqm,Ready to Move,1 out of 5,New Property,Unfurnished,,Pool,Palm Grove Residency,1.0,1.0,2.0,Power Of Attorney,1332 sqft,,,115
2 BHK Flat for Sale in Wakad Pune,"Spacious property with modern amenities, close to schools and markets.",1.06 Cr,1.06 Cr,Wakad Pune,1337 sqft,Under Construction,1 out of 1,New Property,Furnished,North,Pool,,1.0,3.0,,Power Of Attorney,1492 sqft,,,116
2 BHK Flat for Sale in Baner Pune,"Spacious property with modern amenities, close to schools and markets.",1.02 Cr,1.02 Cr,Baner Pune,762 sqft,Ready to Move,9 out of 16,Resale,Unfurnished,South-West,Main Road,Royal Enclave Residency,4.0,0.0,1.0,Leasehold,952 sqft,,,117
3 BHK Flat for Sale in HSR Layout Bangalore,"Spacious property with modern amenities, close to schools and markets.",47.8 Lac,47.8 Lac,HSR Layout Bangalore,51 sqm,Ready to Move,7 out of 24,New Property,Furnished,,Pool,,4.0,0.0,0.0,Freehold,676 sqft,,,118
3 BHK Flat for Sale in HSR Layout Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.34 Cr,1.34 Cr,HSR Layout Bangalore,1528 sqft,Ready to Move,Ground out of 4,Resale,Furnished,South-West,Club,Silver Oak Residency,3.0,2.0,,Co-operative Society,1632 sqft,,,119
3 BHK Flat for Sale in Electronic City Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.35 Cr,1.35 Cr,Electronic City Bangalore,1565 sqft,Under Construction,1 out of 3,New Property,Semi-Furnished,North-East,Club,Maple Residency,2.0,2.0,0.0,Power Of Attorney,1784 sqft,,,120
2 BHK Flat for Sale in Electronic City Bangalore,"Spacious property with modern amenities, close to schools and markets.",36.4 Lac,36.4 Lac,Electronic City Bangalore,59 sqm,Ready to Move,2 out of 4,Resale,Unfurnished,South,Garden/Park,Lake View Residency,2.0,,1.0,Power Of Attorney,670 sqft,,,121
3 BHK Flat for Sale in Electronic City Bangalore,"Spacious property with modern amenities, close to schools and markets.",78.2 Lac,78.2 Lac,Electronic City Bangalore,965 sqft,Under Construction,2 out of 2,Resale,Furnished,North-East,Club,,4.0,3.0,0.0,Freehold,1248 sqft,,,122
3 BHK Flat for Sale in HSR Layout Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.07 Cr,1.07 Cr,HSR Layout Bangalore,1172 sqft,Under Construction,4 out of 24,New Property,Furnished,,,,2.0,0.0,1.0,Leasehold,1515 sqft,,,123
2 BHK Flat for Sale in Kharadi Pune,"Spacious property with modern amenities, close to schools and markets.",87.2 Lac,87.2 Lac,Kharadi Pune,563 sqft,Ready to Move,1 out of 11,Resale,Unfurnished,East,Main Road,Maple Residency,3.0,2.0,0.0,Leasehold,688 sqft,,,124
1 BHK Flat for Sale in Indiranagar Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.52 Cr,1.52 Cr,Indiranagar Bangalore,1654 sqft,Ready to Move,8 out of 17,Resale,Furnished,South,Garden/Park,Palm Grove Residency,4.0,1.0,,Leasehold,2006 sqft,,,125
4 BHK Flat for Sale in Salt Lake Kolkata,"Spacious property with modern amenities, close to schools and markets.",1.03 Cr,1.03 Cr,Salt Lake Kolkata,1252 sqft,Under Construction,Ground out of 10,New Property,Semi-Furnished,South-West,Pool,Palm Grove Residency,,3.0,0.0,Co-operative Society,1432 sqft,,,126
3 BHK Flat for Sale in Sector 137 Noida,"Spacious property with modern amenities, close to schools and markets.",67.0 Lac,67.0 Lac,Sector 137 Noida,74 sqm,Under Construction,15 out of 24,New Property,Unfurnished,,,,2.0,1.0,0.0,Freehold,993 sqft,,,127
1 BHK Flat for Sale in HSR Layout Bangalore,"Spacious property with modern amenities, close to schools and markets.",56.0 Lac,56.0 Lac,HSR Layout Bangalore,498 sqft,Ready to Move,4 out of 13,New Property,Furnished,South-West,,,1.0,,,Leasehold,525 sqft,,,128
4 BHK Flat for Sale in HSR Layout Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.58 Cr,1.58 Cr,HSR Layout Bangalore,1438 sqft,Ready to Move,16 out of 18,New Property,Semi-Furnished,,,Sunrise Residency,2.0,,1.0,Freehold,1859 sqft,,,129
3 BHK Flat for Sale in Vaishali Ghaziabad,"Spacious property with modern amenities, close to schools and markets.",,1.73 Cr,Vaishali Ghaziabad,1568 sqft,Ready to Move,4 out of 13,New Property,Unfurnished,East,Pool,Sunrise Residency,2.0,1.0,1.0,Freehold,1718 sqft,,,130
2 BHK Flat for Sale in Thane West Mumbai,"Spacious property with modern amenities, close to schools and markets.",71.8 Lac,71.8 Lac,Thane West Mumbai,55 sqm,Under Construction,7 out of 8,Resale,Unfurnished,South,Main Road,Maple Residency,1.0,1.0,0.0,Freehold,652 sqft,,,131
2 BHK Flat for Sale in Sector 137 Noida,"Spacious property with modern amenities, close to schools and markets.",96.9 Lac,96.9 Lac,Sector 137 Noida,156 sqm,Ready to Move,2 out of 23,New Property,Furnished,,Main Road,Royal Enclave Residency,1.0,1.0,0.0,Leasehold,2157 sqft,,,132
1 BHK Flat for Sale in Indiranagar Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.76 Cr,1.76 Cr,Indiranagar Bangalore,129 sqm,Under Construction,1 out of 2,Resale,Unfurnished,South,,Palm Grove Residency,1.0,1.0,,Leasehold,1727 sqft,,,133
4 BHK Flat for Sale in Sector 137 Noida,"Spacious property with modern amenities, close to schools and markets.",37.6 Lac,37.6 Lac,Sector 137 Noida,74 sqm,Under Construction,5 out of 7,Resale,Unfurnished,North,Garden/Park,,2.0,,0.0,Leasehold,1036 sqft,,,134
1 BHK Flat for Sale in Kondapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",1.21 Cr,1.21 Cr,Kondapur Hyderabad,1299 sqft,Ready to Move,19 out of 21,New Property,Furnished,North,Pool,Green Valley Residency,2.0,0.0,1.0,Freehold,1502 sqft,,,135
1 BHK Flat for Sale in Kharadi Pune,"Spacious property with modern amenities, close to schools and markets.",1.78 Cr,1.78 Cr,Kharadi Pune,1734 sqft,Under Construction,12 out of 14,New Property,Semi-Furnished,North,Main Road,Palm Grove Residency,2.0,1.0,,Power Of Attorney,2241 sqft,,,136
2 BHK Flat for Sale in Powai Mumbai,"Spacious property with modern amenities, close to schools and markets.",90.6 Lac,90.6 Lac,Powai Mumbai,853 sqft,Under Construction,2 out of 8,New Property,Furnished,West,Main Road,Silver Oak Residency,3.0,2.0,1.0,Co-operative Society,,,,137
3 BHK Flat for Sale in Dwarka Delhi,"Spacious property with modern amenities, close to schools and markets.",65.8 Lac,65.8 Lac,Dwarka Delhi,728 sqft,Under Construction,18 out of 19,New Property,Furnished,North,Main Road,,1.0,1.0,1.0,Leasehold,847 sqft,,,138
4 BHK Flat for Sale in Kharadi Pune,"Spacious property with modern amenities, close to schools and markets.",1.88 Cr,1.88 Cr,Kharadi Pune,1226 sqft,Under Construction,1 out of 3,New Property,Unfurnished,South,Garden/Park,,4.0,0.0,2.0,Leasehold,,,,139
3 BHK Flat for Sale in Dwarka Delhi,"Spacious property with modern amenities, close to schools and markets.",1.03 Cr,1.03 Cr,Dwarka Delhi,734 sqft,Under Construction,4 out of 17,Resale,Unfurnished,East,Main Road,Lake View Residency,2.0,0.0,0.0,Co-operative Society,818 sqft,,,140
3 BHK Flat for Sale in Whitefield Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.23 Cr,1.23 Cr,Whitefield Bangalore,132 sqm,Under Construction,9 out of 20,New Property,Semi-Furnished,East,Club,,4.0,2.0,,Power Of Attorney,1642 sqft,,,141
4 BHK Flat for Sale in Vaishali Ghaziabad,"Spacious property with modern amenities, close to schools and markets.",1.1 Cr,1.1 Cr,Vaishali Ghaziabad,803 sqft,Ready to Move,4 out of 4,Resale,Unfurnished,North,Main Road,,4.0,2.0,1.0,Freehold,850 sqft,,,142
4 BHK Flat for Sale in Andheri West Mumbai,"Spacious property with modern amenities, close to schools and markets.",67.4 Lac,67.4 Lac,Andheri West Mumbai,1048 sqft,Ready to Move,4 out of 15,Resale,Unfurnished,,,Lake View Residency,1.0,0.0,1.0,Power Of Attorney,1285 sqft,,,143
4 BHK Flat for Sale in Electronic City Bangalore,"Spacious property with modern amenities, close to schools and markets.",31.9 Lac,31.9 Lac,Electronic City Bangalore,609 sqft,Ready to Move,15 out of 15,New Property,Furnished,West,Garden/Park,Silver Oak Residency,2.0,2.0,,Power Of Attorney,705 sqft,,,144
4 BHK Flat for Sale in Wakad Pune,"Spacious property with modern amenities, close to schools and markets.",39.9 Lac,39.9 Lac,Wakad Pune,655 sqft,Under Construction,1 out of 8,New Property,Semi-Furnished,North,,Lake View Residency,1.0,1.0,,Freehold,701 sqft,,,145
4 BHK Flat for Sale in Baner Pune,"Spacious property with modern amenities, close to schools and markets.",2.54 Cr,2.54 Cr,Baner Pune,2339 sqft,Under Construction,10 out of 13,Resale,Unfurnished,East,Garden/Park,Lake View Residency,4.0,2.0,0.0,Freehold,2496 sqft,,,146
2 BHK Flat for Sale in Thane West Mumbai,"Spacious property with modern amenities, close to schools and markets.",68.6 Lac,68.6 Lac,Thane West Mumbai,983 sqft,Ready to Move,22 out of 22,New Property,Unfurnished,East,Club,,1.0,0.0,1.0,Co-operative Society,1227 sqft,,,147
3 BHK Flat for Sale in Andheri West Mumbai,"Spacious property with modern amenities, close to schools and markets.",76.6 Lac,76.6 Lac,Andheri West Mumbai,1065 sqft,Ready to Move,8 out of 21,New Property,Unfurnished,,,Silver Oak Residency,2.0,,1.0,Freehold,1205 sqft,,,148
2 BHK Flat for Sale in Whitefield Bangalore,"Spacious property with modern amenities, close to schools and markets.",Call for Price,Call for Price,Whitefield Bangalore,1242 sqft,Under Construction,13 out of 21,New Property,Unfurnished,,Main Road,Royal Enclave Residency,1.0,0.0,0.0,Freehold,1318 sqft,,,149
3 BHK Flat for Sale in Rajarhat Kolkata,"Spacious property with modern amenities, close to schools and markets.",1.0 Cr,1.0 Cr,Rajarhat Kolkata,1511 sqft,Under Construction,7 out of 13,Resale,Unfurnished,South,Pool,Palm Grove Residency,3.0,0.0,1.0,Co-operative Society,1923 sqft,,,150
1 BHK Flat for Sale in Powai Mumbai,"Spacious property with modern amenities, close to schools and markets.",68.2 Lac,68.2 Lac,Powai Mumbai,93 sqm,Ready to Move,15 out of 19,New Property,Unfurnished,South-West,Club,Sunrise Residency,1.0,0.0,0.0,Power Of Attorney,1291 sqft,,,151
1 BHK Flat for Sale in Electronic City Bangalore,"Spacious property with modern amenities, close to schools and markets.",83.4 Lac,83.4 Lac,Electronic City Bangalore,941 sqft,Ready to Move,4 out of 10,Resale,Semi-Furnished,North,Pool,,,0.0,2.0,Co-operative Society,1214 sqft,,,152
1 BHK Flat for Sale in Electronic City Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.15 Cr,1.15 Cr,Electronic City Bangalore,1494 sqft,Ready to Move,13 out of 20,Resale,Semi-Furnished,,,Maple Residency,3.0,1.0,2.0,Co-operative Society,1838 sqft,,,153
2 BHK Flat for Sale in Gachibowli Hyderabad,"Spacious property with modern amenities, close to schools and markets.",46.9 Lac,46.9 Lac,Gachibowli Hyderabad,479 sqft,Ready to Move,8 out of 18,New Property,Furnished,South-West,Garden/Park,Royal Enclave Residency,1.0,1.0,1.0,Freehold,574 sqft,,,154
4 BHK Flat for Sale in Powai Mumbai,"Spacious property with modern amenities, close to schools and markets.",2.44 Cr,2.44 Cr,Powai Mumbai,196 sqm,Under Construction,16 out of 21,New Property,Semi-Furnished,West,Garden/Park,,3.0,3.0,1.0,Power Of Attorney,2395 sqft,,,155
3 BHK Flat for Sale in Miyapur Hyderabad,"Spacious property with modern amenities, close to schools and markets.",1.87 Cr,1.87 Cr,Miyapur Hyderabad,1570 sqft,Under Construction,19 out of 19,Resale,Unfurnished,East,Pool,,3.0,2.0,2.0,Co-operative Society,,,,156
4 BHK Flat for Sale in Electronic City Bangalore,"Spacious property with modern amenities, close to schools and markets.",14.9 Lac,14.9 Lac,Electronic City Bangalore,23 sqm,Ready to Move,12 out of 22,Resale,Semi-Furnished,North,,Orchid Residency,1.0,0.0,1.0,Freehold,315 sqft,,,157
2 BHK Flat for Sale in New Town Kolkata,"Spacious property with modern amenities, close to schools and markets.",1.58 Cr,1.58 Cr,New Town Kolkata,1218 sqft,Ready to Move,1 out of 1,Resale,Semi-Furnished,North,Pool,Green Valley Residency,4.0,2.0,0.0,Leasehold,1474 sqft,,,158
2 BHK Flat for Sale in Whitefield Bangalore,"Spacious property with modern amenities, close to schools and markets.",1.47 Cr,1.47 Cr,Whitefield Bangalore,1199 sqft,Ready to Move,8 out of 14,Resale,Unfurnished,,Garden/Park,Sunrise Residency,3.0,,1.0,Leasehold,1311 sqft,,,159
2 BHK Flat for Sale in Wakad Pune,"Spacious property with modern amenities, close to schools and markets.",92.1 Lac,92.1 Lac,Wakad Pune,1660 sqft,Ready to Move,Ground out of 12,Resale,Semi-Furnished,North-East,Club,Orchid Residency,3.0,1.0,1.0,Power Of Attorney,1957 sqft,,,160
1 BHK Flat for Sale in Salt Lake Kolkata,"Spacious property with modern amenities, close to schools and markets.",21.84 Cr,21.84 Cr,Salt Lake Kolkata,194 sqm,Ready to Move,Ground out of 9,New Property,Semi-Furnished,East,Pool,,3.0,1.0,,Power Of Attorney,,,,161
3 BHK Flat for Sale in Electronic City Bangalore,"Spacious property with modern amenities, close to schools and markets.",53.7 Lac,53.7 Lac,Electronic City Bangalore,765 sqft,Under Construction,14 out of 14,New Property,Furnished,East,Garden/Park,Orchid Residency,1.0,3.0,,Co-operative Society,820 sqft,,,162
4 BHK Flat for Sale in Andheri West Mumbai,"Spacious property with modern amenities, close to schools and markets.",86.1 Lac,86.1 Lac,Andheri West Mumbai,1146 sqft,Under Construction,2 out of 4,New Property,Unfurnished,,,Lake View Residency,2.0,0.0,1.0,Freehold,1344 sqft,,,163
1 BHK Flat for Sale in Whitefield Bangalore,"Spacious property with modern amenities, close to schools and markets.",2.22 Cr,2.22 Cr,Whitefield Bangalore,1420 sqft,Ready to Move,7 out of 15,New Property,Semi-Furnished,North-East,Main Road,Sunrise Residency,2.0,3.0,0.0,Power Of Attorney,1593 sqft,,,164
